sensor_id,timestamp,engine_temperature_C,oil_pressure_psi,rpm,speed_kmph,fuel_rate_lph,throttle_position_pct,vibration_level,battery_voltage,air_intake_temp_C,manifold_pressure_kPa,gear_position,brake_status,ambient_temp_C,humidity_pct,gps_latitude,gps_longitude,altitude_m,error_code
1102,2025-01-01 00:00:00,96.3511255090198,31.533669126451052,3979,47.11741840570359,6.705483465792435,7.663580647524881,1.069660397445094,12.799347591811118,36.71745104092032,100.59018763684459,6,ON,34.99714803265441,58.03840965387849,-45.93602285968934,-162.73521632268444,362.1960637751525,
1435,2025-01-01 01:00:00,79.19799129959515,35.49733557406428,5958,63.65946481918866,3.216243343574514,87.26358025468353,1.1828001548475808,12.355380383500453,20.93832708114639,115.73574410281506,1,ON,16.018306168478855,41.333263895812806,32.50495672537811,99.14742525329808,113.70155749502621,
1860,2025-01-01 02:00:00,76.9430244595891,41.15471978194082,4454,75.0292840168765,7.64513014019991,82.81168290063428,1.370362887202784,11.82691894019455,41.294135609540945,75.1962682656275,1,OFF,27.60823167677533,32.72659259668648,-68.17231919535539,25.4459430259123,239.3051755677841,
1270,2025-01-01 03:00:00,82.49238156932327,36.42012096536897,3159,63.075400305928184,8.820652719603983,21.60601162447664,1.9693859223482248,13.176472275911431,26.60846633742402,103.9692076610232,3,OFF,24.751673322962457,26.013727174197435,-69.5228474151811,93.85373017580218,312.62478645749997,
1106,2025-01-01 04:00:00,79.74500130279844,43.44419123516393,1244,42.102680308519,4.926124723862201,80.93243982852624,1.4259748013703373,12.78025760747225,40.51218338490919,111.39394286328604,2,ON,23.41429907653781,69.98833986474412,-16.027090553537406,-126.04939240084141,299.01314763608417,
1071,2025-01-01 05:00:00,78.16960388664947,42.33391275132431,5847,56.506598801443516,6.504240069414061,78.63577330614815,1.35942932316054,11.863506806129122,28.71895213930008,112.12165842634094,3,ON,20.130236998119933,33.7363997181499,26.610666949480773,25.858357625768747,378.28257874178155,
1700,2025-01-01 06:00:00,94.49774038488734,46.836851273609966,835,79.90214130062986,5.289812859551461,63.2216597753949,0.9979545600971655,13.194945526937495,28.295416469540324,79.54686743218866,2,OFF,31.201487804154638,68.30527479321584,38.172958604627496,-88.6887092371048,255.37428591657095,
1020,2025-01-01 07:00:00,107.78924343885961,44.791269130762856,6003,63.70539965407669,6.94246038820675,37.352017689968754,1.3029945629669668,11.799798219121065,28.763361334610888,106.29004704660946,2,OFF,-10.820626074875108,47.32635122328677,-57.878878662292536,-97.89774591599283,228.4591198805902,
1614,2025-01-01 08:00:00,83.33056625043487,41.13630704567284,2275,68.08698154774208,4.2509866663871625,27.149875418186788,1.130119093802751,12.489756922916294,27.99605177510255,118.05304872860039,6,ON,36.36470508367037,49.1042360692756,-75.67413347303236,-175.85063494092532,233.39576266629024,
1121,2025-01-01 09:00:00,73.08181743749697,43.73990217030958,4757,65.12443829053672,5.892831514351829,23.178359028935002,1.19904605072316,12.467692648313935,42.62198268911611,105.14850697600113,6,ON,15.874922256059648,52.842424726494016,79.27146611019796,-133.07733951513413,265.9034081430624,
1466,2025-01-01 10:00:00,96.5679733116398,45.02551081149828,2598,47.1673296303262,7.471971191998172,31.860896276360716,1.5359852040476227,13.409190664423917,29.61818400339683,98.26458690837195,6,OFF,29.07956909750648,45.739595568928024,-43.08005113882169,-68.66347986010967,331.0823797975661,
1214,2025-01-01 11:00:00,75.64099180625968,37.462813570460085,2645,50.68732171076036,7.85356760894826,90.35584434325304,1.3796507383166468,12.469476904059924,28.488517837306553,117.09419410860166,4,ON,28.55025617934929,27.043398405581307,63.6023695695703,-137.92364618726194,331.70705044427456,
1330,2025-01-01 12:00:00,78.16734378545581,38.35334500840099,2208,65.08297735577614,6.639743728379533,7.764077598878128,2.009848335801404,12.467678656849637,30.38505378746472,89.58521784341755,6,OFF,37.74977382020818,41.674226700199206,65.4284610833073,174.90903854793748,247.19926640831642,
1458,2025-01-01 13:00:00,94.94995654191695,39.51586981303295,6091,72.25307670030612,5.491432045185391,82.88712762529586,1.823401011812243,11.918460827551153,25.163324015376475,77.05250637695094,5,ON,26.977491355380693,66.46140524857569,49.05406651725801,-68.89224653137776,262.6504243338896,
1087,2025-01-01 14:00:00,88.34690385446437,37.62234727917825,6295,76.49857426376823,3.6110983734845874,34.88900750418236,1.3173348186568983,12.279801160470697,37.985602671451254,96.99103277603602,1,OFF,16.708908193659546,66.60490810282097,-59.609950802537384,-133.08337918716185,219.4199210398568,
1372,2025-01-01 15:00:00,83.1282482466749,45.07843472531742,2508,47.1284168284771,4.863675433141077,52.15993960113582,1.2249546474778454,12.191352269559678,22.644595821534345,108.02567787555998,1,OFF,8.952450120890312,40.035701506799604,57.92426266575606,-108.33036738193522,224.63922261972274,
1099,2025-01-01 16:00:00,90.68351251103829,36.86344729161348,6281,66.4968080201579,5.29608989286783,79.44856336484906,1.9147925806992578,12.217388816997653,26.929956964642972,115.5840514215465,2,ON,21.511968451270256,52.20718385903816,48.4651006634856,31.57316220293154,302.31286067185863,E03
1871,2025-01-01 17:00:00,85.90591169428443,46.258257356999124,3738,77.80566167578465,4.953399325047579,88.43765470229712,1.998012746845045,12.603142262445937,34.68330154923396,107.95753861251899,1,OFF,5.418245711169874,33.54130596083562,17.410138219119077,-156.94433140867613,330.1105694365838,
1663,2025-01-01 18:00:00,108.89547656126584,38.165134005598084,2100,45.19377344567966,6.089329452470423,34.4781420072647,0.8417255269363404,11.382911807078703,30.21176065383716,112.53731603087287,N,ON,18.715142936892445,34.7260457070885,-29.303633669588507,130.47628685081645,215.1358159765093,E03
1130,2025-01-01 19:00:00,83.24195265778603,42.36198321419679,2043,82.3012070369966,5.487168395743073,46.18434812751103,1.5278572871915104,11.84488487729155,32.74607591250023,115.6796714515594,2,ON,22.073693796697945,21.61329618846252,-42.74845123202206,166.13988452537302,262.14781760656757,
1661,2025-01-01 20:00:00,80.86587462677585,40.83207574381444,4776,84.58411241016285,6.258182058503165,41.45160648167923,1.4244365076309817,12.544490563196423,37.66582058342715,94.90934490552834,1,ON,18.100840219710754,82.77225849354213,-68.05994182553539,-91.17092855974289,237.8460971960396,
1308,2025-01-01 21:00:00,85.44966826012434,35.12010095854167,3897,99.37629509432492,7.803940951571495,1.3251033503910548,1.6947360420179811,12.660627341551965,35.0190077416624,97.78091047138615,N,ON,25.417736573649123,34.74946655524344,1.7562720421568514,-17.965703307290624,293.19358297760033,
1769,2025-01-01 22:00:00,85.87238386809894,39.900551352546046,5416,63.46400161244992,5.390306668155958,29.59428888586566,2.0828004372484514,12.483283600678051,30.687381725705727,119.30751689724814,4,OFF,22.63895989080792,35.92737138555243,15.346957591772366,-172.03159762938105,230.57419888217723,
1343,2025-01-01 23:00:00,95.95643651804322,41.66821765725299,6702,63.54637014393673,3.925699534118663,45.918923373256185,1.3547828942016604,12.57960275510752,40.44671324925899,81.84764463653968,1,ON,21.72313458671218,39.57210028515922,-25.3189817071583,50.65568090179974,153.67725302702257,
1491,2025-01-02 00:00:00,70.08462213468586,39.67853656444751,809,72.40491583675977,4.947438602812688,41.10936088804398,0.8817904456008258,12.395441693172375,26.858319256018834,106.43699292283442,N,ON,0.7584938296269428,28.91856501868003,-4.435367817443662,-30.986619101068015,300.1845355556001,
1413,2025-01-02 01:00:00,94.26025866834001,33.286467207468576,5879,71.96704009574125,6.875382704959907,72.19292275156795,1.673702310044779,12.590747698385169,29.498451795037234,89.24936756624469,3,ON,12.052948193144509,64.7484018226954,-24.567397673532,-82.77895220343994,234.82581850716304,
1805,2025-01-02 02:00:00,84.58714558360033,48.50714621763086,3225,76.89550291493408,7.01691567742901,38.480361722110324,1.9169892205812609,12.817071110131108,29.84779834248617,116.50392404846454,5,ON,31.42656731854876,25.260006722431058,25.381090317726233,-105.53864017802096,240.02781420559725,
1385,2025-01-02 03:00:00,97.76823004425603,40.43849741430868,6552,71.76049770697655,6.609127795524351,48.937644897067024,1.4088720655440676,12.81356686434383,29.487891169915102,99.7309677913729,3,OFF,33.04256272947444,29.39416984284452,72.22665740338141,55.44830795715376,271.779395834592,
1191,2025-01-02 04:00:00,89.52356288842955,36.02848712418239,2460,58.40907136442942,7.951105958832024,42.96085921323633,1.2884887559581018,12.255520794270751,24.6539467151942,100.11390903067186,N,ON,6.612232820210046,65.1329708613065,-60.49435283154992,-30.161868828366806,267.641682157631,
1955,2025-01-02 05:00:00,95.1869445771778,48.103840117336375,3431,78.32995681460253,5.720455395184522,74.06261488943706,1.3688221783866903,13.057547369791475,22.08175087419751,125.93319831095029,2,OFF,16.852818187658684,43.77624343370099,-21.346414217437783,-115.32265594923167,272.80608293761946,
