vehicle_id,mileage_km,engine_hours,last_service_km,oil_quality_pct,brake_pad_thickness_mm,tire_pressure_psi,avg_engine_temp_C,check_engine_light,error_code_count,usage_type,ambient_temp_C,humidity_pct,needs_service
10102,52475.341971640075,1063.8767074390676,8163.8789202250355,31.12174950633936,9.632145686787696,34.48738948200834,88.25055433998688,0,2,commercial,19.4046836790137,64.83383051995486,1
10435,37161.066232559475,1389.8824901380394,6466.2162139091115,67.71206397350093,7.8515780429012185,31.91800419768172,79.30104670919496,0,0,private,26.293588213638024,38.16144197476534,0
10860,49405.45786940571,742.034441490676,11512.248571800621,60.57792494526903,10.174928348062995,30.03141213533467,77.35313568243942,0,0,commercial,25.82286862345867,25.92541275092403,0
10270,41980.05887224904,1182.6285277986644,6860.357566230254,36.459372819754,9.848323647711805,29.801321342818323,105.29296550839533,0,1,private,26.194735288479045,28.349017042782037,1
10106,23172.55242529255,1445.545420391562,10078.433568978011,21.78925542549901,7.154732878556883,31.79126537323632,91.31644566919285,0,0,private,13.711545351471345,35.72076678577307,1
10071,55359.56812904951,1240.1542962738,6356.341593127983,98.80359661555919,9.353196033231695,34.6699626866513,84.10432616007598,0,0,commercial,31.425237940912176,55.01385548659497,0
10700,43782.02291915163,1333.9919194551258,2328.5068680777076,45.40016211961149,6.928081709181416,36.77305791732535,87.65665088957937,0,0,private,26.917020145911984,78.83099253822141,0
10020,51202.98068811222,1136.0182872102625,14562.176246295832,68.82742357802371,9.080048463233844,31.382694205910997,98.07444718008351,0,0,private,30.86443425172799,69.0905339461869,0
10614,36603.19589556166,1538.7208312605428,12497.634925477043,14.055296757836079,5.401766711397865,31.865770457712205,87.06594484157955,0,1,private,9.857902579279585,75.2328422941433,1
10121,44977.74128907899,1175.8752678873022,21443.410343988362,48.55896996593978,5.5555763826541575,28.35817488152785,75.50580270822581,0,0,private,27.49192687038232,44.56829367482639,1
10466,73405.70211699318,1060.364945278784,4780.135800008709,2.7536719869465487,10.116414093887816,37.8175777072984,93.25840852147925,1,0,private,15.497878080659785,48.325761915398516,1
10214,51928.26500106622,1465.9552237707162,8955.197563339847,50.545511791044994,9.87512024440953,27.79699148553175,102.08347817573564,0,0,commercial,21.821413979589106,47.55773201934289,0
10330,58243.64517594001,778.452023290662,9357.462595720972,96.40174071177023,9.267223081151663,35.51498693534165,101.4146431797225,1,1,private,29.274919189091065,33.4311229083151,1
10458,30936.922896859403,1350.3100030552034,14946.847191410656,38.420671298580025,8.17593764210566,30.903992140962586,84.40670061862755,0,0,private,25.728748850047307,24.285166070050042,0
10087,85835.53936088693,887.2545377318584,7464.460529336959,3.8996012574911587,3.217451137951703,30.201900518479043,102.69172656458379,0,0,private,18.18768016176545,61.36412649790587,1
10372,77651.206374808,1583.3780487714496,4144.7907291207275,3.095579091934353,7.850248123587021,28.669989284342222,92.12949973671623,0,0,private,25.050185249475348,89.24516783944102,1
10099,70451.53236427557,1121.6918240259613,16039.046542305012,38.798675994686946,8.908366334379677,39.2301459482214,102.41147343878727,0,0,private,12.747717478050856,31.6780793465184,1
10871,62431.489664073124,1240.4954162459067,8416.74985369386,16.002493646319405,6.930533504880817,32.66447486983518,95.73687030002554,0,0,commercial,34.20213916718637,23.267937392949165,1
10663,50227.14917389797,1323.7711189932368,14393.217548630215,2.335209632818591,6.575011614383525,32.06384131131219,74.7840315736733,0,0,commercial,23.35772784402999,74.56721772767531,1
10130,56631.110253000974,621.0946211057528,13810.992003961057,75.62136139501769,10.888840776307383,34.66019707866363,107.46738937508346,0,0,private,33.94839955404261,37.68102046793069,0
10661,65720.29615992428,1004.8245475329429,9850.547630488501,45.85230088818907,7.879422017216776,30.04750182311011,90.51783851198954,0,0,private,20.787746503231656,78.07506637470499,0
10308,40571.453787864404,1513.0637727859662,9128.43147482626,28.924477197265453,8.909590339284762,32.005537865693015,95.76793823913818,0,0,private,20.811392092747337,69.27556669241608,1
10769,43332.51883671226,1460.3295072512665,8042.175968350977,90.00831830164807,9.548262923238731,32.169008860436364,76.55955371528157,0,0,private,18.88650570689723,86.19714759355632,0
10343,24963.014613642023,1284.909661618565,9924.034356150054,11.613896020052561,5.997125846989844,30.4635628029556,95.05326500078066,0,0,private,32.0093914535446,48.624906502967036,1
10491,38422.71383364867,795.160928572343,14315.501130853154,95.59188289553192,8.386414845428387,35.59891423755774,101.0292773274266,1,2,private,19.324550741372192,66.33788876154439,1
10413,74919.52595912231,1375.6510382575739,6017.799094702103,31.396671737735282,10.639288988954599,31.34403676551229,109.35320336598404,0,0,private,30.15676345932141,52.539834656928946,0
10805,44986.293632744484,1414.0198770616337,10544.228151045601,88.84036723086813,11.638446366599442,27.34060383989351,104.00399794795283,0,0,private,21.94038081864568,64.14120881159805,0
10385,45232.29640234125,1214.1051639371235,4406.842859005962,60.294287647946156,8.079872794429381,31.09550790943738,95.54224703946039,0,0,private,9.192293600867043,51.471923420541614,0
10191,54766.50548655678,1566.951285177437,5029.468834789037,82.67073597414874,7.52411290530585,32.74753601514169,74.55622646651614,0,1,commercial,20.437487457708272,33.20425724968524,1
10955,25816.59039238215,994.9704629609631,9845.30501422188,98.40131632104642,8.538048136275066,29.319520298337174,91.32272790497422,0,0,private,15.567134285097215,55.55281912023666,0
10276,64180.72535131351,1047.0427267500077,199.2099585308406,28.840543781874572,8.487274094055042,29.556215620488683,84.0749043478707,0,1,private,25.2712217894587,57.00089410062096,1
10160,68996.10283059312,454.61652627425565,20302.793083080258,96.1135485407593,10.773516132262307,30.361222885621878,92.34977874816246,0,0,private,15.476738114604078,76.74226937821128,1
10459,55659.44398190614,1475.948253044299,4034.700225448819,38.94818949024204,6.007216621665865,35.663706980200885,77.83674167204902,0,0,private,32.40780080571693,71.48644940555069,0
10313,74770.26479719236,1294.1585890410402,9799.557436717234,38.55119047369223,7.440253827667957,30.538525932062882,87.89833092208099,1,0,commercial,24.271393117175784,66.46541367590109,1
10021,30097.523507961545,695.4539024600313,15841.088609084323,34.03871042545057,5.765717346246979,36.28735105565309,84.82816916193931,1,0,private,23.579232041930087,27.93709668868008,1
10252,77655.73696627769,672.4203000017558,5685.473306247508,54.14076073475852,5.975810228404846,30.15514868555499,84.51833644030754,0,2,private,30.247137102300663,70.44314034646005,1
10747,39038.8789515552,938.2108117886968,0.0,15.41450431784871,8.753148030278249,32.975042408769625,84.61763814008846,0,0,private,32.7112554726069,55.02136094481603,1
10856,30801.20400105305,1438.097382594106,7775.2711993766425,55.37114853580112,9.619715683274054,30.661271977340746,88.64145283611755,0,1,commercial,24.839209985842785,82.58696752743114,1
10560,46439.120581899966,1109.8918535734115,5625.898099619405,54.1704812410004,6.70121661251251,34.26224951087141,92.86194759048021,0,0,private,18.830397603605675,84.39096538913799,0
10474,78080.08520708456,958.5639250019026,0.0,76.190181260487,9.54418957795058,28.64517753630416,65.01506412128549,0,0,private,10.808243071102964,23.86096134212498,0
10058,49708.36788650678,898.1652320749513,11424.449462860994,83.36499619375856,10.223157314263936,34.228578438731695,66.23567143662136,0,0,private,19.51160194371856,77.44490922481351,0
10510,36011.12515158378,884.7264126515439,11035.469311164758,44.044135031242405,11.86941199686678,32.34160820092905,86.61308660078124,1,1,private,20.062302026816308,22.638817329586942,1
10681,30575.862882802103,619.896509667732,15711.632272691759,30.233324935149376,8.139493697682099,30.08002454966765,88.02230955294385,0,0,private,25.856459623938374,45.70187379865159,1
10475,48423.2224288038,837.7812505060876,4395.888172398064,25.933489731709447,6.7204709451117335,31.501335545869548,91.8911121660394,0,0,private,22.238824950895783,57.96099829347554,1
10699,20075.576426635263,878.8265760968497,2004.317567764936,19.462383670487192,5.995056136788211,36.601564823096524,82.72327645143775,0,0,private,30.503463776411426,30.367055903898923,1
10975,30497.107376098404,1404.786970937144,7966.38458476708,5.764758219902488,5.796413604160213,32.41353351464235,90.09465194022681,0,0,commercial,20.096133829834486,72.24196687983537,1
10782,73146.01477788626,1150.2830840560155,9558.286704954526,34.244797883471335,10.499561402807213,29.891815952262085,91.26523205018054,0,0,private,24.543670665176467,20.5848292920497,0
10189,69848.95710726855,952.3245470947618,14606.74801493248,27.024769213078326,4.9698093140887,28.385920151515663,82.65441903134528,1,1,private,34.47189954557511,31.80193339038258,1
10957,48073.81780190438,1892.916826621856,17052.840025025795,96.64173858664074,10.4354969713024,33.51621282029299,100.13455821741101,0,0,private,27.734601711639733,60.6557780897433,1
10686,43015.0284311818,1000.8309259360003,16072.395669536734,55.77088262500439,6.263117941495702,32.587535741032056,91.7698631145506,0,0,commercial,24.519699666491483,70.00712934261047,1
10957,50877.63353460266,1550.1308743150908,11382.718334463334,34.72770390305075,6.6295876042811885,34.08506208526467,95.4696109546329,0,1,private,20.184444464518585,84.16501718857413,1
10562,85219.95392675484,1686.3325673363147,13997.496267520739,58.0467600993696,7.696889089980041,27.613325780930474,90.68845731283852,0,0,commercial,19.934148826280182,69.38476563542366,0
10875,56074.63263155788,729.0118987027971,6797.532826154079,13.91967013456955,6.592690900866978,28.4832186413255,111.0367310306172,0,0,private,18.195093976384417,67.02454891784062,1
10566,63646.07262439725,1222.1888892220704,10841.975962376233,44.40437492022029,9.86395950991915,35.440637597755696,95.96397069117654,0,0,private,20.671945073736804,47.6038802445465,0
10243,46963.13711252673,1044.7399047275328,4043.5493035609697,62.62343214210638,11.62668790396555,32.99402494033802,85.12006683792775,0,0,private,31.045326709954516,20.0899097868761,0
10831,50913.449106757405,1020.3226810321993,10313.426984434365,48.889783179245136,6.685135684893725,33.600202553712684,98.209668843684,1,0,private,23.224893829661852,28.411148111493535,1
10504,59707.440451805654,1366.6130450420724,10443.233486990062,40.177880065432426,7.135524321670746,29.11193890367614,73.62395082543328,0,0,commercial,14.201815444950151,57.41881813292274,0
10130,51891.42241736044,1013.1388510730148,18610.64302842485,99.38483888996981,7.673358385432203,29.057038405013245,91.19600262667105,0,0,commercial,39.145354344478264,67.25909200910938,1
10484,21539.345262670133,1051.2092861020587,8855.085692548768,88.0314762148927,9.082113526985275,34.97377597457626,93.1916029009199,0,1,private,27.559721529161305,49.22137987275238,1
10818,69208.11142516196,1149.5655313124118,10450.214188266431,62.34059581594401,7.693031442088287,35.11513296429545,91.31020762078698,0,0,private,13.744452795894645,71.1475308069873,0
10646,40772.99483343004,1087.9802194870292,11184.807078560214,56.93773611822828,10.774514822105191,28.73504153891284,86.66221129161113,0,0,commercial,21.46520858207341,56.53036067325252,0
10020,81669.76462424378,847.9289378963624,7725.898420557734,62.06604798245841,10.293247833123855,28.161888512441465,79.87726643162985,0,0,private,25.88709106262734,25.192333691601853,0
10840,60302.72769148956,1438.7719514542423,5987.536333941764,20.131210782243325,5.6290752928098,31.674221087862666,82.10652987949038,0,0,private,38.636736746379015,33.441137567756414,1
10166,51064.58623459619,1514.55928155228,16494.05662423526,39.51377432643186,9.041936331149657,29.60195463987198,91.02074916247383,0,0,private,16.135100333929046,78.799875627076,1
10273,56589.907101551515,1303.0855768605652,5095.412785198511,3.945953289089932,11.040678474619005,29.539469362861922,78.86480767572007,0,2,private,32.80832575484757,70.74389226371076,1
10387,48372.5316715473,1087.0342046933201,3360.409641563634,47.554603748682666,7.010438108466233,28.24586526071782,107.70167615647273,1,0,private,36.195891415778746,82.63333909087464,1
10600,42703.50850921459,988.4367791010657,13401.326896477402,54.302458395766315,7.411470256412887,30.5946984551589,63.59102320656294,0,0,private,19.97076555940344,28.22900743846556,0
10315,53113.973919285796,988.9139811220662,15789.074210120049,22.77497361032096,6.94392600429409,28.5359157721014,86.76562132455396,0,1,private,22.77989104911813,89.31557742305517,1
10013,63274.85700779998,1907.2129095098126,7742.951711996805,96.40288471655137,6.985848768952989,28.71379729097229,91.10389639107697,0,0,private,16.709526021009836,34.658469976495354,0
10241,43032.05377032548,1481.3514904699932,7819.732561750602,90.9454610937242,4.663096896177905,32.89517553969891,95.07420927833289,1,1,private,23.372310871357563,20.82459134006494,1
10776,40666.442526405815,947.9669764249985,11412.717630533965,72.21432354559059,5.343370097069899,31.83440529713787,80.84075272737573,0,1,private,24.707280205256552,89.81960573374879,1
10345,44667.670386254606,1249.409348231142,6460.736616284084,53.33866287653626,8.15494743747446,33.4546360445964,101.34294793888212,0,1,commercial,30.277199984658964,39.675171981157916,1
